tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,response_list,conversation_id,intent,confidence,is_low_conf,is_fallback,is_user,is_company
192624,161253,True,Wed Oct 04 13:59:33 +0000 2017,@161252 What's that egg website people talk about,192623,192625.0,[192623],192626.0,refund_request,0.5878675309360755,True,True,True,False
738238,296574,True,Fri Oct 06 18:29:06 +0000 2017,Why!🤷🏻‍♀️ #iOS11 @AppleSupport https://t.co/BXrVfeIXxq,738237,,[738237],738238.0,unknown,0.5790542242324679,True,True,True,False
2414302,AppleSupport,False,Tue Nov 14 17:38:01 +0000 2017,@693975 We can assist you. We recommend updating to iOS 11.1.1 if you haven't had the chance to do so. You can also DM us with the following link for futher support. https://t.co/GDrqU22YpT,2414303,2414304.0,[2414303],2414304.0,billing_issue,0.6053607571479096,False,False,False,True
1793929,539096,True,Thu Oct 12 06:04:41 +0000 2017,@331912 @115955 Thats better than having an unstable connection that drops every 5-20 mins,1793928,1793930.0,[1793928],1793933.0,order_status,0.9844838878147638,False,False,True,False
2088018,617376,True,Mon Nov 06 20:30:49 +0000 2017,@VirginAmerica is probably one of the best airlines I've ever experienced.,2088017,,[2088017],2088018.0,technical_problem,0.735044024042054,False,False,True,False
1941217,577298,True,Sun Oct 29 23:13:33 +0000 2017,@AlaskaAir Phone system seems to be down,1941219,1941216.0,[1941219],1941218.0,account_access,0.6828852595500031,False,False,True,False
863668,SpotifyCares,False,Tue Nov 21 05:56:34 +0000 2017,@325106 Cool! Can you DM us a screenshot of your bank statement? /RB,,863669.0,[],863673.0,refund_request,0.4517075241602004,True,True,False,True
2206333,645101,True,Fri Nov 10 00:12:30 +0000 2017,@Uber_Support Reports are there are 68 Ubers waiting for passengers.  Something isn't working...,2206335,2206332.0,[2206335],2206334.0,technical_problem,0.7203018435834884,False,False,True,False
1895823,AppleSupport,False,Wed Oct 18 12:33:00 +0000 2017,"@565060 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",,1895824.0,[],1895824.0,unknown,0.7989253867068291,False,True,False,True
2744170,162033,True,Mon Nov 20 19:15:58 +0000 2017,"@AmazonHelp Saw that but only after a labored hunt. Bigger point though: why only USB 2.0? 

Not expecting you to explain USB standards but is there/will there ever be a 3.0?",,2744169.0,[],2744171.0,order_status,0.41493234309407434,True,True,True,False
844825,BofA_Help,False,Fri Oct 20 13:45:51 +0000 2017,"@320829 Hi, please call 844.401.8500 Option 2 to file a claim. Also, please DM the ATM location so we can have it serviced. ^tr",,844826.0,[],844826.0,general_query,0.9127076227749624,False,False,False,True
2484393,Uber_Support,False,Wed Nov 15 15:22:14 +0000 2017,@709739 We apologize for any inconvenience. Kindly send a note here: https://t.co/EGiaYE5JMU so we can connect.,,2484394.0,[],2484394.0,general_query,0.5615527383449275,True,True,False,True
1047538,367595,True,Tue Oct 24 05:01:31 +0000 2017,"@British_Airways Ok. Will check with them. Thanks.
Also, kudos for the flight safety video with Comic Relief stars. Fantastic!",1047540,1047537.0,[1047540],1047539.0,billing_issue,0.9780292935284021,False,False,True,False
960215,AskLyft,False,Wed Oct 11 14:09:08 +0000 2017,@347847 Can you please DM us some more details about what happened today? https://t.co/SXpdictw1A,,960216.0,[],960216.0,general_query,0.8623394106353519,False,False,False,True
524920,241396,True,Sun Dec 03 03:29:32 +0000 2017,@AmazonHelp Give me the contact number of CLOUDTAIL INDIA PVT LTD i will talk to them about DISPATCHING 😡,,524919.0,[],524913.0,technical_problem,0.7167136070760093,False,False,True,False
57162,128955,True,Wed Nov 01 20:03:10 +0000 2017,@ChipotleTweets It’s pretty bad. But at least the queso is good!,57164,57161.0,[57164],57163.0,billing_issue,0.9898214525298006,False,False,True,False
2573837,729902,True,Thu Nov 16 20:56:25 +0000 2017,@AmazonHelp Omg your buffering is getting worse by the second. What is going on with Amazon,2573842,2573834.0,[2573842],2573839.0,billing_issue,0.6053559329720781,False,False,True,False
1820869,ChipotleTweets,False,Sun Oct 29 00:45:00 +0000 2017,@546646 also Guactober. Sounds like a good time to make a wish. -Shawn,,1820870.0,[],1820870.0,billing_issue,0.9627201272949818,False,False,False,True
2180734,AskTarget,False,Sun Nov 05 18:17:48 +0000 2017,@639002 We love to see your #TargetStyle! Thank you for the input. We will forward your feedback to our Merchandise Team for review.,,2180735.0,[],2180735.0,billing_issue,0.612505206964108,False,False,False,True
2972824,AmazonHelp,False,Thu Nov 30 01:45:33 +0000 2017,"@819705 For the Shopping, Kindle, and Music apps, you can sign out (deregister) the device under the Devices tab here: https://t.co/o87OnrGtCn. If it's the Amazon Video app, you can deregister the device at the bottom of the page here: https://t.co/LF4fWTBwzm ^MV",2972825,2972826.0,[2972825],2972828.0,account_access,0.7605826948836039,False,False,False,True
2724137,764093,True,Mon Nov 20 10:17:56 +0000 2017,Is there a fault with your online chat? @O2 as can’t seem to get anyone available to request PUK code for my accounts,2724135,,[2724135],2724137.0,account_access,0.6175107687973602,False,False,True,False
2585655,152007,True,Fri Nov 17 01:35:54 +0000 2017,@AppleSupport Yes!,2585656,2585654.0,[2585656],2585653.0,refund_request,0.655169617818975,False,False,True,False
341050,Uber_Support,False,Sun Oct 08 00:45:12 +0000 2017,"@197482 Hey, Brandon, we recommend choosing a larger vehicle option like uberXL or UberSUV. Reach out if you have any other questions.",341051,341052.0,[341051],341052.0,refund_request,0.8046456601649337,False,False,False,True
1187784,399308,True,Tue Oct 24 23:55:39 +0000 2017,"Truth be told, I specifically flew @Delta because I wanted the cookies 😋 https://t.co/ipnGrz8P6h",1187783,,[1187783],1187784.0,technical_problem,0.45675799319789845,True,True,True,False
1814543,AmericanAir,False,Wed Oct 18 02:59:16 +0000 2017,"@545098 We're glad to hear they were able to help. Time to sit down, relax and our crew will take great care of you!",,1814544.0,[],1814544.0,general_query,0.5989490762750798,True,True,False,True
697857,AmazonHelp,False,Tue Oct 10 19:17:32 +0000 2017,@286494 Cela nous fait énormément plaisir :) . ^ Ko,697858,697855.0,[697858],697860.0,billing_issue,0.43074452289746223,True,True,False,True
78291,Safaricom_Care,False,Thu Nov 30 12:29:01 +0000 2017,"@133454  Hello Ganga, dial *100#ok prepay or *200#ok postpay &gt; My subscriptions &gt; Marketing messages &gt; Deactivate Marting messages &gt; ..",78292,78290.0,[78292],78290.0,order_status,0.6349203335408851,False,False,False,True
2606719,AppleSupport,False,Mon Oct 30 21:02:29 +0000 2017,@737436 Some features may not be available for all countries or regions. Check out this link for a complete list: https://t.co/EcYWjS6AUu,,35997.0,[],35977.0,account_access,0.9537265127111861,False,False,False,True
2744480,588784,True,Mon Nov 20 18:22:29 +0000 2017,fucked my bill up for 3months and have the nerve to NOT have a direct phone for billing @116136 @115900 y’all suck!!,2744479,,[2744479],2744480.0,technical_problem,0.5589430796896147,True,True,True,False
647159,Tesco,False,Wed Nov 22 18:35:26 +0000 2017,"@273717 Hi, I'm sorry the Finest pulled pork is tough and for the inconvenience caused. Please DM your name, address, clear pic of the receipt and pic of date/barcode area on the packet so I can refund you via Moneycard? 1/2",,647158.0,[],647158.0,refund_request,0.953614034850709,False,False,False,True
991947,354971,True,Wed Oct 11 23:54:39 +0000 2017,"@116076 why is this stores lobby (Patton Ave in Asheville, NC) closed/locked? Drive thru only? We ordered ‘standing’ in drivethru https://t.co/HBZ0jTovD7",991946,,[991946],991947.0,unknown,0.419994110105379,True,True,True,False
17567,119893,True,Wed Nov 01 01:08:25 +0000 2017,@115714 Just preordered mine thru att but this sounds very good to go with @115714 can I switch once my phone gets here?,17566,17568.0,[17566],17568.0,account_access,0.5854459737889202,True,True,True,False
317275,191716,True,Sat Oct 07 08:25:41 +0000 2017,"@115850 @115821 Courier is showing false status, no delivery attempted, I am waiting in office, no call no attempt tracking 5180735251790","317274,317276",,"[317274, 317276]",317275.0,general_query,0.9128888792960433,False,False,True,False
1974474,UPSHelp,False,Wed Nov 01 14:38:24 +0000 2017,"@584716 I am sorry we have upset you. Our team would be happy to help. Please, DM tracking number and concern details. ^JL https://t.co/wKJHDXWGRQ",,1974475.0,[],1974475.0,billing_issue,0.7428133921295802,False,False,False,True
163996,153958,True,Fri Nov 24 19:22:36 +0000 2017,@SouthwestAir forever ❤️,163995,,[163995],163996.0,technical_problem,0.46353915154544334,True,True,True,False
1960218,581433,True,Tue Oct 17 16:49:13 +0000 2017,@AskPlayStation i was in a hurry when i made the account,1960217,1960219.0,[1960217],1960219.0,smalltalk,0.8689574971906314,False,False,True,False
2474323,183980,True,Wed Nov 15 13:37:52 +0000 2017,"@O2 No, that was not mentioned, it was a £100 discount they could apply.",2474324,2474322.0,[2474324],2474328.0,technical_problem,0.9164931001285255,False,False,True,False
2798966,hulu_support,False,Tue Nov 21 23:36:11 +0000 2017,"@223569 Sorry, Ben! Please reboot your device &amp; modem/router (https://t.co/HXpLyTU79x). If no luck, let us know the affected device.",2798967,2798968.0,[2798967],2798968.0,unknown,0.5488115141209866,True,True,False,True
1715177,519452,True,Tue Nov 07 02:47:44 +0000 2017,@519451 @519450 @comcastcares I've been having serious issues with the Comcast here in Oregon for about 11 years. Please send help.,,1715176.0,[],1715179.0,account_access,0.7387709368144673,False,False,True,False
872288,294899,True,Sat Oct 14 12:02:43 +0000 2017,@AmazonHelp you don't need access to my account.  I just want to know why a Prime member has to wait longer for a One day delivery,872289,872286.0,[872289],872275.0,general_query,0.6401280770929191,False,False,True,False
2432781,698186,True,Tue Nov 14 21:18:35 +0000 2017,@AmazonHelp Hemos hecho una compra de urgencia y en menos de una hora la teníamos en casa sin gastos de envío. ❤️,2432779,2432782.0,[2432779],2432783.0,smalltalk,0.44306415719520387,True,True,True,False
1523325,473305,True,Tue Nov 07 05:29:56 +0000 2017,"@Ask_Spectrum App outage is real. In KC metro area, seeing same symptoms as outage Wed 11/1. DGE-1001, Web says not viewing from home.",1523324,,[1523324],1523325.0,smalltalk,0.4280135418677362,True,True,True,False
2305368,AmericanAir,False,Sun Nov 12 23:48:33 +0000 2017,"@668866 We're not seeing you took that flight, AK. Let us know if we can assist you.",2305369,2305370.0,[2305369],2305370.0,order_status,0.6093765144670458,False,False,False,True
1194176,AmericanAir,False,Wed Oct 25 01:32:13 +0000 2017,"@400605 We're sorry about that, Alexa. Please let a crewmember know so we can get that cleaned up.",1194177,1194178.0,[1194177],1194178.0,billing_issue,0.745050645385876,False,False,False,True
1657619,420230,True,Sun Nov 05 19:08:51 +0000 2017,"@AskeBay Please consider the Windows Bridge fpr iOS https://t.co/5tKzmxyWyt
I'd love to better ebay access on a better mobile site and apps.",1657618,1657620.0,[1657618],1657623.0,unknown,0.7354090481860771,False,True,True,False
2449598,ArgosHelpers,False,Sun Oct 29 16:03:54 +0000 2017,@702075 DM us with your details and we will look into this for you ~ Vicky,,2449599.0,[],2449599.0,technical_problem,0.9727657538458842,False,False,False,True
2780106,VerizonSupport,False,Tue Nov 21 16:03:54 +0000 2017,@776505 Let me partner you with our Verizon Wireless team @115990.  They should respond as quickly as possible.,,2780107.0,[],2780107.0,billing_issue,0.7608918705333416,False,False,False,True
2713852,DoorDash_Help,False,Mon Nov 20 02:24:53 +0000 2017,"@761841  Hi. Please send us a direct message with the promo code and your email at @doordash_help, and we'll take a look for you.",,2713853.0,[],2713853.0,account_access,0.655947023841402,False,False,False,True
1291,sprintcare,False,Tue Oct 31 22:26:44 +0000 2017,@115712 Just click ‘Message’ at the top of your profile. We're always here and eager to assist.,1292,1293.0,[1292],1293.0,unknown,0.707379717539224,False,True,False,True
565872,252634,True,Sun Dec 03 00:34:14 +0000 2017,Tired of stories like this.  Amazon told me that they would put AMZL at the bottom of the list of carriers.  I told them that I would cancel any order that is being delivered by them.  I also am not renewing prime. https://t.co/3r8KmeHUnx,565871,,[565871],565872.0,technical_problem,0.526170723493155,True,True,True,False
530608,242899,True,Sat Dec 02 18:40:47 +0000 2017,@British_Airways I’ve scrolled up and down the page on both the app and desktop and the option of non flight extras isn’t there :(,,530605.0,[],530606.0,billing_issue,0.42557767612927505,True,True,True,False
174953,AppleSupport,False,Fri Nov 24 23:45:23 +0000 2017,"@157047 We'd be happy to help with FaceTime. The app is software, but it does require specific hardware on the device in order to access it. This can explain more if you are having troubles with FaceTime: https://t.co/ykxNO0jLw6",,174954.0,[],174954.0,refund_request,0.8377710714615567,False,False,False,True
1200719,AirAsiaSupport,False,Wed Oct 25 05:44:16 +0000 2017,"@402128 Hi Niqqi, ensure to have 3-4 hours connecting time for separate bookings to avoid inconvenience and misconnection. Thanks. -Floi",,1200720.0,[],1200720.0,refund_request,0.6193681676092943,False,False,False,True
953217,AppleSupport,False,Sat Oct 21 20:46:00 +0000 2017,@333046 We can look into this further. Please reach out to us in DM https://t.co/GDrqU22YpT,,953218.0,[],953218.0,smalltalk,0.7548770072670733,False,False,False,True
5748,117071,True,Sun Nov 26 00:45:38 +0000 2017,@116072 Thanks mike... more concerned about the fact I signed up for service on nov 4 and still don’t have internet.,1470728,5747.0,[1470728],5747.0,billing_issue,0.8943313102816484,False,False,True,False
2278301,AmazonHelp,False,Sat Nov 11 18:54:00 +0000 2017,@217595 I get your concern regarding Amazon Video language filter. I've noted your comments and have forwarded your feedback internally. ^SM,,2278302.0,[],2278302.0,unknown,0.6416578508633259,False,True,False,True
963063,VerizonSupport,False,Sun Oct 22 01:14:03 +0000 2017,"@347339 Hi Kate, if you are not able to verify the account we are not allowed to access it for you. We have to follow privacy laws.
^FEM",,958101.0,[],958114.0,unknown,0.45513305325417974,True,True,False,True
2103597,621097,True,Wed Nov 08 11:07:11 +0000 2017,"@GWRHelp Full of praise for the Paddington-Penzance sleeper I took last night - clean, fantastic staff, comfortable and well furnished - well done GWR I am impressed! Great way to travel",2103596,,[2103596],2103597.0,general_query,0.8208085529555633,False,False,True,False
215127,AmazonHelp,False,Thu Oct 05 01:41:00 +0000 2017,@167112 Have you noticed this happening with a specific carrier? The carrier can be found here: https://t.co/Y5jpI9gRhE ^ML,,215128.0,[],215131.0,unknown,0.45655051798269103,True,True,False,True
1754653,159495,True,Tue Nov 07 18:51:48 +0000 2017,"@140999 @115913 @329349 Try getting on JoD with the cheapest option phone available and then after 30 days Jump to the X, should have zero DP",1754651,1754654.0,[1754651],1754645.0,billing_issue,0.8149685799116062,False,False,True,False
970615,199336,True,Sun Oct 22 07:17:41 +0000 2017,"@115850 @AmazonHelp 
Does it take 7 days time to reach from Bengaluru to Mumbai. If i order this today ur app it can come by tomorrow? Should i cancel await refund and re-order? @42805 how are things being managed at your end? I need a response to this fiasco. https://t.co/xF8QXqbt0K","970620,970613,970621,970622,970623",,"[970620, 970613, 970621, 970622, 970623]",970615.0,order_status,0.5441579891194716,True,True,True,False
248949,175156,True,Thu Oct 05 19:42:39 +0000 2017,@NikeSupport Done.  Many thanks for trying to sort the issue,,248948.0,[],248952.0,technical_problem,0.8857604813576969,False,False,True,False
1429569,452031,True,Thu Nov 02 07:07:38 +0000 2017,@Delta :-/ Appreciate the apologies. Getting the last hour back would be great as well. Or maybe the miles I’m spending 🤷🏻‍♂️,"1429570,1429571",1429567.0,"[1429570, 1429571]",1429566.0,account_access,0.6151706407222055,False,False,True,False
2315949,671522,True,Thu Oct 19 22:37:34 +0000 2017,@AppleSupport  what is going on I did the update for my Iphone 6plus. Now battery keeps dying. You can watch the percent just drop to 0%,2315947,,[2315947],2315949.0,smalltalk,0.75775751156875,False,False,True,False
2117991,Uber_Support,False,Wed Nov 08 13:58:51 +0000 2017,@358764 Here to help! Send us a DM with your email address with more info so we can assist.,,2117992.0,[],2117992.0,order_status,0.9410753676433186,False,False,False,True
1889585,AppleSupport,False,Sun Oct 22 15:15:45 +0000 2017,"@563506 If you're having issues with the microphone on your device, we'll be more than happy to get this sorted. Please DM us more info. https://t.co/GDrqU22YpT",,1889586.0,[],1889586.0,technical_problem,0.9612510574794209,False,False,False,True
2052625,Ask_Spectrum,False,Thu Oct 05 23:51:58 +0000 2017,@607045 Hello. I apologize for the service issue and I would like to check on this for you. Please send the phone number ... https://t.co/qs0qnAVG7H,2052626,2052627.0,[2052626],2052627.0,account_access,0.5159232672273802,True,True,False,True
